#course-code, format, duration, section, times, days, location, room1, room2, instructor
CLAS1P95,SEM  7,2,1,1500-1600,    R  ,SYNC,SYNC,,
CLAS1P95,SEM  8,2,1,1900-2000, M     ,SYNC,SYNC,,
CLAS1P95,SEM  9,2,1,1700-1800,   W   ,SYNC,SYNC,,
CLAS1P95,SEM 10,2,1,1600-1700,   W   ,SYNC,SYNC,,
CLAS1P95,SEM 11,2,1,1500-1600, M     ,SYNC,SYNC,,
CLAS1P95,SEM 12,2,1,1400-1500, M     ,SYNC,SYNC,,
CLAS1P95,SEM 13,2,1,1300-1400,    R  ,SYNC,SYNC,,
CLAS1P95,SEM 14,2,1,1100-1200, M     ,SYNC,SYNC,,
CLAS1P95,SEM 15,2,1,1200-1300, M     ,SYNC,SYNC,,
CLAS1P95,SEM 16,2,1,1100-1200,   W   ,SYNC,SYNC,,
CLAS1P95,SEM 17,2,1,1200-1300,   W   ,SYNC,SYNC,,
CLAS1P95,SEM 18,2,1,1800-1900, M     ,SYNC,SYNC,,
CLAS1P95,SEM 19,2,1,1200-1300,  T    ,SYNC,SYNC,,
CLAS1P95,SEM 20,2,1,1100-1200,     F ,SYNC,SYNC,,
CLAS1P95,SEM 21,2,1,1000-1100,     F ,SYNC,SYNC,,
CLAS1P95,SEM 22,2,1,1200-1300,    R  ,SYNC,SYNC,,
CLAS1P95,SEM 23,2,1,1000-1100,   W   ,SYNC,SYNC,,
CLAS1P95,SEM 25,2,1,900 -1000,  T    ,SYNC,SYNC,,
CLAS1P97,LEC,3,1,1100-1300, M     ,THSOS,THSOS,,Jansen Anton
CLAS1P97,SEM  1,3,1,1000-1100,     F ,EA101,EA101,,
CLAS1P97,SEM  2,3,1,1000-1100,    R  ,EA105,EA105,,
CLAS1P97,SEM  3,3,1,1000-1100, M     ,TH315,TH315,,
CLAS1P97,SEM  4,3,1,1200-1300,   W   ,EA106,EA106,,
CLAS1P97,SEM  5,3,1,1200-1300,     F ,GLB121,GLB121,,
CLAS1P97,SEM  6,3,1,1200-1300,  T    ,GLB121,GLB121,,
CLAS1P97,SEM  7,3,1,1000-1100,   W   ,EA106,EA106,,
CLAS1P97,SEM  8,3,1,900 -1000,   W   ,EA106,EA106,,
CLAS1P97,SEM  9,3,1,900 -1000,    R  ,EA105,EA105,,
CLAS1P97,SEM 10,3,1,1300-1400,   W   ,GLB121,GLB121,,
CLAS1P97,SEM 11,3,1,1400-1500,  T    ,GLB121,GLB121,,
CLAS1P97,SEM 12,3,1,1700-1800, M     ,GLB107,GLB107,,
CLAS1P97,SEM 13,3,1,1600-1700,     F ,GLB112,GLB112,,
CLAS1P97,SEM 14,3,1,1600-1700,    R  ,GLB107,GLB107,,
CLAS1P97,SEM 15,3,1,1500-1600,    R  ,GLB112,GLB112,,
CLAS1P97,SEM 16,3,1,1500-1600,     F ,GLB112,GLB112,,
CLAS1P97,SEM 17,3,1,1300-1400,     F ,GLB121,GLB121,,
CLAS1P97,SEM 18,3,1,1600-1700,   W   ,GLB107,GLB107,,
CLAS1P97,SEM 21,3,1,1800-1900,   W   ,GLB107,GLB107,,
CLAS2P32,BLD,2,1,,       ,ASYNC,ASYNC,,SmithAngus
CLAS2P32,SEM  1,2,1,1600-1700,   W   ,GLB107,GLB107,,
CLAS2P32,SEM  2,2,1,1600-1700, M     ,GLB107,GLB107,,
CLAS2P32,SEM  3,2,1,1300-1400,  T    ,EA104,EA104,,
CLAS2P34,LEC,3,1,1000-1200,   W   ,STH202,STH202,,Brundrett Nadine
CLAS2P34,SEM  1,3,1,1100-1200,     F ,ST107,ST107,,
CLAS2P34,SEM  2,3,1,1300-1400, M     ,EA105,EA105,,
CLAS2P34,SEM  3,3,1,1500-1600,    R  ,GLB113,GLB113,,
CLAS2P34,SEM  4,3,1,1500-1600,     F ,GLB113,GLB113,,
CLAS2P34,SEM  5,3,1,1600-1700,  T    ,GLB107,GLB107,,
CLAS2P34,SEM  6,3,1,1400-1500, M     ,EA103,EA103,,
CLAS2P34,SEM  7,3,1,1500-1600,  T    ,GLB114,GLB114,,
CLAS2P40,LEC,2,1,1200-1300, M W   ,TH247,TH247,,Carter Michael
CLAS2P40,SEM  1,2,1,1000-1100,     F ,GLB121,GLB121,,
CLAS2P40,SEM  2,2,1,1400-1500, M     ,GLB121,GLB121,,
CLAS2P40,SEM  3,2,1,1200-1300,    R  ,GLB113,GLB113,,
CLAS2P40,SEM  4,2,1,1100-1200,    R  ,EA104,EA104,,
CLAS2P40,SEM  5,2,1,1700-1800,  T    ,GLB111,GLB111,,
CLAS2P40,SEM  7,2,1,1100-1200,   W   ,TH257,TH257,,
CLAS2P52,LEC,2,1,1300-1400, M W   ,GSB305,GSB305,,Brundrett Nadine
CLAS2P52,SEM  1,2,1,1100-1200,   W   ,EA101,EA101,,
CLAS2P52,SEM  2,2,1,900 -1000,   W   ,EA105,EA105,,
CLAS2P97,LEC,3,1,1200-1300, M  R  ,TH243,TH243,,Carter Michael
CLAS2P97,SEM  1,3,1,1700-1800,  T    ,WH327,WH327,,
CLAS2P97,SEM  2,3,1,900 -1000,     F ,GLB121,GLB121,,
CLAS2P97,SEM  3,3,1,1000-1100,     F ,GLB121,GLB121,,
CLAS2P97,SEM  4,3,1,1100-1200,    R  ,TH315,TH315,,
CLAS2P97,SEM  5,3,1,1100-1200, M     ,MCC401,MCC401,,
CLAS2P97,SEM  6,3,1,1200-1300,   W   ,EA104,EA104,,
CLAS2Q96,LEC,2,1,1700-1800, M  R  ,STH204,STH204,,Reeves Jonathan
CLAS2Q96,SEM  1,2,1,1000-1100,   W   ,TH269C,TH269C,,
CLAS2Q96,SEM  2,2,1,1400-1500,     F ,EA103,EA103,,
CLAS2Q96,SEM  3,2,1,1400-1500,  T    ,EA104,EA104,,
CLAS2Q96,SEM  6,2,1,1600-1700,  T    ,GLB107,GLB107,,
CLAS3P08,LEC,3,1,1300-1400, M W   ,GSB308,GSB308,,Carter Michael
CLAS3P08,SEM  1,3,1,1300-1400,    R  ,TH269C,TH269C,,
CLAS3P08,SEM  2,3,1,800 -900 ,     F ,EA103,EA103,,
CLAS3P17,LEC,2,1,1230-1400,  T R  ,WH209,WH209,,Jansen Anton
CLAS3P18,LEC,3,1,1100-1230,   W F ,WH209,WH209,,Rappold Adam
CLAS3P22,LEC,2,1,1100-1230,  T  F ,GSB405,GSB405,,Brundrett Nadine
CLAS3P23,LEC,3,1,1300-1430,  T  F ,TH240,TH240,,Brundrett Nadine
CLAS3P61,SEM,2,1,1300-1500, M     ,GLA164,GLA164,,Glazebrook Allison
CLAS3P61,SEM  1,2,1,1600-1700,   W   ,EA102,EA102,,
CLAS3P63,ASY,2,1,,       ,ASYNC,ASYNC,,Lightstone Jack
CLAS4P22,SEM,2,1,1400-1530,   W F ,GLB121,GLB121,,SmithAngus
CLAS4P67,SEM,2,1,1530-1700,   W F ,GLB111,GLB111,,Von Stackelberg Katharine T.
CLAS4V24,SEM,3,1,1130-1300, M W   ,EA105,EA105,,Greene Elizabeth
CLAS4V53,SEM,3,1,1400-1700,    R  ,GLB121,GLB121,,Glazebrook Allison
COMM1F90,SYN,1,1,900 -1100,    R  ,SYNC,SYNC,,Foster Derek
COMM1F90,SEM  1,1,1,900 -1000,   W   ,SYNC,SYNC,,
COMM1F90,SEM  2,1,1,1000-1100, M     ,SYNC,SYNC,,
COMM1F90,SEM  3,1,1,900 -1000, M     ,SYNC,SYNC,,
COMM1F90,SEM  4,1,1,1000-1100,     F ,SYNC,SYNC,,
COMM1F90,SEM  5,1,1,1000-1100,   W   ,SYNC,SYNC,,
COMM1F90,SEM  6,1,1,1200-1300,    R  ,SYNC,SYNC,,
COMM1F90,SEM  7,1,1,1200-1300,  T    ,SYNC,SYNC,,
COMM1F90,SEM  8,1,1,1100-1200,     F ,SYNC,SYNC,,
COMM1F90,SEM 10,1,1,800 -900 ,  T    ,SYNC,SYNC,,
COMM1F90,SEM 11,1,1,1400-1500,  T    ,SYNC,SYNC,,
COMM1F90,SEM 12,1,1,1300-1400,    R  ,SYNC,SYNC,,
COMM1P96,SYN,2,1,1400-1600,    R  ,SYNC,SYNC,,Koerber Duncan
COMM1P96,SEM  1,2,1,1600-1700,    R  ,SYNC,SYNC,,
COMM1P96,SEM  2,2,1,1600-1700, M     ,SYNC,SYNC,,
COMM1P96,SEM  3,2,1,1500-1600,  T    ,SYNC,SYNC,,
COMM1P96,SEM  4,2,1,1300-1400,     F ,SYNC,SYNC,,
COMM1P96,SEM  5,2,1,1700-1800,    R  ,SYNC,SYNC,,
COMM1P96,SEM  6,2,1,1400-1500,   W   ,SYNC,SYNC,,
COMM1P96,SEM  7,2,1,1300-1400,   W   ,SYNC,SYNC,,
COMM1P96,SEM  8,2,1,1300-1400,  T    ,SYNC,SYNC,,
COMM1P96,SEM  9,2,1,1300-1400, M     ,SYNC,SYNC,,
COMM1P97,SYN,3,1,1300-1600,     F ,SYNC,SYNC,,Koerber Duncan
COMM2F00,ASY,1,1,,       ,ASYN,ASYN,,Chen Simin Michelle
COMM2P15,BLD,2,1,900 -1000,  T R  ,TH247,TH247,,Johnston Russell
COMM2P15,SEM  1,2,1,900 -1100,     F ,SYNC,SYNC,,
COMM2P15,SEM  2,2,1,1000-1200, M     ,SYNC,SYNC,,
COMM2P15,SEM  4,2,1,1100-1300,    R  ,SYNC,SYNC,,
COMM2P15,SEM  5,2,1,1400-1600,   W   ,SYNC,SYNC,,
COMM2P15,SEM  6,2,1,1200-1400, M     ,SYNC,SYNC,,
COMM2P15,SEM  8,2,1,900 -1100,   W   ,SYNC,SYNC,,
COMM2P15,SEM 10,2,1,1500-1700,  T    ,SYNC,SYNC,,
COMM2P16,LEC,3,1,1800-2100,   R   ,ST107,ST107,,Pielechaty Colleen
COMM2P20,ASY,2,1,,       ,ASYNC,ASYNC,,Gillespie Greg E
COMM2P20,LAB  1,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  1,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  2,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  3,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  4,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  5,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  6,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  7,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  8,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM  9,2,1,,       ,ASYNC,ASYNC,,
COMM2P20,SEM 10,2,1,,       ,ASYNC,ASYNC,,
COMM2P26,BLD,2,1,1100-1300,   W   ,SYNC,SYNC,,Bradley Dale
COMM2P26,SEM  1,2,1,1400-1500,    R  ,MCC404,MCC404,,
COMM2P26,SEM  2,2,1,1000-1100,  T    ,TH315,TH315,,
COMM2P26,SEM  3,2,1,1000-1100,    R  ,MCC400,MCC400,,
COMM2P50,LEC,3,1,1300-1500,  T    ,THSOS,THSOS,,Dun Tim
COMM2P50,SEM  1,3,1,900 -1000,   W   ,TH315,TH315,,
COMM2P50,SEM  3,3,1,1400-1500,    R  ,MCC304,MCC304,,
COMM2P50,SEM  4,3,1,1300-1400,    R  ,MCC304,MCC304,,
COMM2P50,SEM  5,3,1,1300-1400,     F ,TH307,TH307,,
COMM2P50,SEM  6,3,1,1300-1400,   W   ,TH315,TH315,,
COMM2P50,SEM  7,3,1,1600-1700, M     ,ST102,ST102,,
COMM2P52,LEC,3,1,900 -1100,     F ,STH215,STH215,,Foster Derek
COMM2P52,SEM  1,3,1,900 -1000,   W   ,ST102,ST102,,
COMM2P54,LEC,3,1,800 -900 , T  F  ,STH215,STH215,,KinikAnthony
COMM2P54,LAB  1,3,1,900 -1100, T     ,STH215,STH215,,
COMM2P54,SEM  1,3,1,1500-1600,M      ,ST102,ST102,,
COMM2P54,SEM  2,3,1,1700-1800,   R   ,ST102,ST102,,
COMM2P56,LEC,3,1,1300-1400,M W    ,STH215,STH215,,Robinson Brett Andrew
COMM2P56,LAB  1,3,1,1400-1600,  W    ,STH215,STH215,,
COMM2P56,SEM  1,3,1,1200-1300, T     ,ST102,ST102,,
COMM2P65,LEC,3,1,1500-1700,   W   ,DHOWES,DHOWES,,Cassidy Kathleen
COMM2P65,SEM  1,3,1,1500-1600, M     ,MCD304,MCD304,,
COMM2P65,SEM  3,3,1,1500-1600,    R  ,TH149,TH149,,
COMM2P65,SEM  4,3,1,1500-1600,  T    ,MCC304,MCC304,,
COMM2P65,SEM  5,3,1,1400-1500,   W   ,DHOWES,DHOWES,,
COMM2P65,SEM  6,3,1,1300-1400, M     ,TH307,TH307,,
COMM2P65,SEM  7,3,1,1600-1700,  T    ,MCC304,MCC304,,
COMM2P70,LEC,2,1,1100-1300,  W    ,STH215,STH215,,Fowler Timothy
COMM2P70,LAB  1,2,1,1300-1400,  W    ,STH215,STH215,,
COMM2P70,SEM  1,2,1,1200-1300,   R   ,ST102,ST102,,
COMM2P70,SEM  2,2,1,1200-1300,    F  ,ST102,ST102,,
COMM2P91,ONM,2,1,,       ,ASYNC,ASYNC,,SmithKaren
COMM2P91,SEM  1,2,1,1100-1200, M     ,SYNC,SYNC,,
COMM2P91,SEM  2,2,1,1000-1100, M     ,SYNC,SYNC,,
COMM2P91,SEM  3,2,1,900 -1000, M     ,SYNC,SYNC,,
COMM2P91,SEM  4,2,1,1200-1300, M     ,SYNC,SYNC,,
COMM2P91,SEM  5,2,1,1000-1100,     F ,SYNC,SYNC,,
COMM2P91,SEM  6,2,1,1200-1300,  T    ,SYNC,SYNC,,
COMM2P91,SEM  7,2,1,1200-1300,    R  ,SYNC,SYNC,,
COMM2P91,SEM  8,2,1,900 -1000,   W   ,SYNC,SYNC,,
COMM2P91,SEM  9,2,1,1300-1400,   W   ,SYNC,SYNC,,
COMM2P93,LEC,2,1,1300-1500,   R   ,STH215,STH215,,Clarke Liz
COMM2P93,LAB  1,2,1,1500-1600,   R   ,STH215,STH215,,
COMM2P93,SEM  1,2,1,1000-1100,    F  ,ST102,ST102,,
COMM2P93,SEM  2,2,1,900 -1000,    F  ,ST102,ST102,,
COMM2P93,SEM  3,2,1,1300-1400,  W    ,MCC303,MCC303,,
COMM2P93,SEM  4,2,1,1200-1300,M      ,ST102,ST102,,
COMM2P94,LEC,3,1,1400-1500,M   F  ,STH215,STH215,,Nebesio Bohdan
COMM2P94,LAB  1,3,1,1500-1700,    F  ,STH215,STH215,,
COMM2P94,SEM  1,3,1,1500-1600,M      ,TH307,TH307,,
COMM2P94,SEM  2,3,1,1700-1800,  W    ,ST102,ST102,,
COMM2P94,SEM  3,3,1,1500-1600,M      ,TH315,TH315,,
COMM2P94,SEM  4,3,1,1600-1700,  W    ,ST102,ST102,,
COMM2P98,BLD,3,1,800 -900 ,  T  F ,STH203,STH203,,Johnston Russell
COMM2P98,SEM  1,3,1,1200-1300,   W   ,SYNC,SYNC,,
COMM2P98,SEM  3,3,1,1700-1800,  T    ,SYNC,SYNC,,
COMM2P98,SEM  5,3,1,1200-1300,    R  ,SYNC,SYNC,,
COMM2P98,SEM  7,3,1,1000-1100, M     ,SYNC,SYNC,,
COMM2P98,SEM  8,3,1,1000-1100,  T    ,SYNC,SYNC,,
COMM2P98,SEM  9,3,1,1100-1200,    R  ,SYNC,SYNC,,
COMM2P98,SEM 11,3,1,1100-1200,  T    ,SYNC,SYNC,,
COMM2Q91,LEC,3,1,1000-1300,  W    ,TH307,TH307,,Gillespie Greg E
COMM2Q96,BLD,3,1,800 -1000,  W    ,SYNC,SYNC,,Tigchelaar Alexandra
COMM2Q96,SEM  1,3,1,800 -900 ,   R   ,MCG310,MCG310,,
COMM2Q96,SEM  2,3,1,1600-1700,   R   ,MCG310,MCG310,,
COMM2Q96,SEM  3,3,1,1700-1800,  W    ,MCJ209,MCJ209,,
COMM2Q98,LEC,3,1,1600-1800,M      ,STH217,STH217,,Fowler Timothy
COMM2Q98,SEM  1,3,1,1600-1700, T     ,MCJ205,MCJ205,,
COMM2Q98,SEM  2,3,1,1300-1400,    F  ,MCC400,MCC400,,
COMM2Q98,SEM  3,3,1,1300-1400,   R   ,MCA323,MCA323,,
COMM2Q98,SEM  4,3,1,1300-1400,  W    ,PLZ308,PLZ308,,
COMM3P01,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COMM3P01,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COMM3P15,SYN,3,2,900 -1100,  T    ,SYNC,SYNC,,Shin Dale
COMM3P15,SEM  1,3,2,1200-1300, M     ,SYNC,SYNC,,
COMM3P15,SEM  2,3,2,1000-1100,    R  ,SYNC,SYNC,,
COMM3P15,SEM  4,3,2,1000-1100,     F ,SYNC,SYNC,,
COMM3P15,SEM  5,3,2,1200-1300,   W   ,SYNC,SYNC,,
COMM3P15,SEM  6,3,2,1100-1200,   W   ,SYNC,SYNC,,
COMM3P15,SEM  7,3,2,1100-1200, M     ,SYNC,SYNC,,
COMM3P15,SEM  8,3,2,1200-1300,     F ,SYNC,SYNC,,
COMM3P18,BLD,2,1,1100-1300,     F ,STH203,STH203,,Good Jennifer
COMM3P18,SEM  2,2,1,1000-1100,   W   ,SYNCMCD300,SYNC,MCD300,
COMM3P18,SEM  3,2,1,900 -1000,   W   ,MCD300SYNC,MCD300,SYNC,
COMM3P18,SEM  4,2,1,1200-1300,   W   ,SYNCMCD300,SYNC,MCD300,
COMM3P18,SEM  5,2,1,1000-1100,  T    ,MCD300SYNC,MCD300,SYNC,
COMM3P18,SEM  6,2,1,1100-1200,  T    ,MCD300SYNC,MCD300,SYNC,
COMM3P18,SEM  7,2,1,1400-1500, M     ,MCD300SYNC,MCD300,SYNC,
COMM3P19,LEC,2,1,800 -900 ,   W F ,STH203,STH203,,Bredin Marian
COMM3P19,SEM  2,2,1,1400-1500,   W   ,ST102,ST102,,
COMM3P19,SEM  3,2,1,1300-1400,   W   ,TH315,TH315,,
COMM3P19,SEM  4,2,1,1400-1500,     F ,ST102,ST102,,
COMM3P19,SEM  5,2,1,1300-1400,  T    ,TH315,TH315,,
COMM3P19,SEM  6,2,1,1500-1600,    R  ,TH307,TH307,,
COMM3P19,SEM  7,2,1,1500-1600,  T    ,MCC300,MCC300,,
COMM3P19,SEM  8,2,1,1300-1400, M     ,MCC304,MCC304,,
COMM3P20,LEC,2,1,1500-1700,M      ,STH215,STH215,,Matheson Sarah
COMM3P20,LAB  1,2,1,1700-1800,M      ,STH215,STH215,,
COMM3P20,SEM  1,2,1,1500-1600,   R   ,ST102,ST102,,
COMM3P20,SEM  2,2,1,1300-1400,  W    ,ST102,ST102,,
COMM3P21,LEC,3,1,1100-1300, T     ,STH215,STH215,,Robinson Brett Andrew
COMM3P21,LAB  1,3,1,1300-1400, T     ,STH215,STH215,,
COMM3P21,SEM  1,3,1,900 -1000,    F  ,ST102,ST102,,
COMM3P21,SEM  2,3,1,900 -1000,   R   ,TH315,TH315,,
COMM3P22,BLD,2,1,1100-1300,   W   ,STH217,STH217,,Johnston Russell
COMM3P22,SEM  1,2,1,1100-1200,    R  ,SYNC,SYNC,,
COMM3P22,SEM  2,2,1,1100-1200,  T    ,SYNC,SYNC,,
COMM3P22,SEM  3,2,1,1300-1400, M     ,SYNC,SYNC,,
COMM3P22,SEM  4,2,1,900 -1000,     F ,SYNC,SYNC,,
COMM3P26,LEC,3,1,1000-1300,    R  ,TH240,TH240,,Gillespie Greg E
COMM3P33,ONM,2,1,,       ,ASYNC,ASYNC,,Neufeld Scott
COMM3P33,SEM  1,2,1,1900-2000, T     ,SYNC,SYNC,,
COMM3P33,SEM  2,2,1,1500-1600,  W    ,SYNC,SYNC,,
COMM3P33,SEM  3,2,1,1000-1100,  W    ,SYNC,SYNC,,
COMM3P33,SEM  4,2,1,900 -1000,   R   ,SYNC,SYNC,,
COMM3P54,LEC,3,1,1500-1700, T     ,ST102,ST102,,Milliken Christie
COMM3P54,LAB  1,3,1,1100-1400,    F  ,STH215,STH215,,
COMM3P56,LEC,2,1,1600-1800,   R   ,ST102,ST102,,Lester Peter
COMM3P56,LAB  1,2,1,1300-1600, T     ,STH215,STH215,,
COMM3P62,LEC,3,1,1300-1500,    R  ,THSOS,THSOS,,Mammoliti David
COMM3P62,SEM  1,3,1,1700-1800,   W   ,PLZ311,PLZ311,,
COMM3P62,SEM  2,3,1,1600-1700,    R  ,TH315,TH315,,
COMM3P62,SEM  3,3,1,1300-1400,     F ,ST102,ST102,,
COMM3P62,SEM  4,3,1,1700-1800, M     ,TH315,TH315,,
COMM3P62,SEM  5,3,1,1300-1400,  T    ,ST109,ST109,,
COMM3P62,SEM  6,3,1,1200-1300,  T    ,ST109,ST109,,
COMM3P63,LEC,3,1,1800-2100, M     ,PLZ310VLZ310,PLZ310,VLZ310,Campbell Rose Ellen
COMM3P90,LEC,3,1,1400-1700,  T    ,TH256,TH256,,Bradley Dale
COMM3P91,SYN,3,1,900 -1200,     F ,SYNC,SYNC,,SmithKaren
COMM3P92,LEC,3,1,800 -930 ,    R  ,GSB305,GSB305,,Bradley Dale
COMM3P92,LEC2,3,1,1100-1230,  T    ,GSB305,GSB305,,Bradley Dale
COMM3P93,ONM,3,1,,       ,ASYNC,ASYNC,,Bredin Marian
COMM3P93,SEM  1,3,1,1700-1800, M     ,SYNC,SYNC,,
COMM3P94,LEC,3,1,900 -1000,M W    ,STH215,STH215,,KinikAnthony
COMM3P94,LAB  1,3,1,1000-1200,  W    ,STH215,STH215,,
COMM3P94,SEM  2,3,1,1800-1900, T     ,TH307,TH307,,
COMM3P96,LEC,3,1,1500-1700,M      ,STH215,STH215,,Clarke Liz
COMM3P96,LAB  1,3,1,1700-1800,M      ,STH215,STH215,,
COMM3P96,SEM  2,3,1,1400-1500,   R   ,TH307,TH307,,
COMM3P98,LEC,2,1,1000-1100,    F  ,STH215,STH215,,Milliken Christie
COMM3P98,LEC,2,1,1000-1100,    F  ,STH215,STH215,,Milliken Christie
COMM3P98,LEC2,2,1,1200-1300, T     ,STH215,STH215,,Milliken Christie
COMM3P98,LEC2,2,1,1200-1300, T     ,STH215,STH215,,Milliken Christie
COMM3P98,LAB  1,2,1,1100-1300,    F  ,STH215,STH215,,
COMM3P98,SEM  1,2,1,1700-1800,  W    ,ST102,ST102,,
COMM3Q90,SEM,2,1,1900-2200,M      ,TH149,TH149,,Francis Margot
COMM3Q91,ASY,2,1,,       ,ASYNC,ASYNC,,Gillespie Greg E
COMM3Q95,BLD,2,1,900 -1100,     F ,GSB305,GSB305,,Dun Tim
COMM3Q95,BLD2,2,1,1000-1100,    R  ,SYNC,SYNC,,Dun Tim
COMM3Q97,LEC,3,1,1500-1700,  W    ,ST107,ST107,,De Grosbois Danuta
COMM3Q97,SEM  1,3,1,900 -1000,   R   ,MCC303,MCC303,,
COMM3Q97,SEM  2,3,1,1200-1300, T     ,MCC401,MCC401,,
COMM3Q97,SEM  3,3,1,900 -1000,  W    ,MCC400,MCC400,,
COMM3Q99,LEC,2,1,1600-1800,  T    ,GSB407,GSB407,,Dun Tim
COMM3Q99,SEM  1,2,1,1400-1500,     F ,MCC404,MCC404,,
COMM3Q99,SEM  2,2,1,1400-1500,  T    ,PLZ311,PLZ311,,
COMM3R90,LEC,2,1,1400-1500,  W F  ,STH215,STH215,,KinikAnthony
COMM3R90,LAB  1,2,1,1500-1700,  W    ,STH215,STH215,,
COMM3R90,SEM  1,2,1,1100-1200,  W    ,ST102,ST102,,
COMM4F00,SYN,1,1,1500-1800,    R  ,SYNC,SYNC,,Cassidy Kathleen
COMM4F80,PRO,1,1,Project Course,       ,TBS,TBS,,See dept.
COMM4F99,PRO,1,1,Project Course,       ,TBS,TBS,,See dept.
COMM4P06,LEC,3,1,1500-1700,M      ,STH215,STH215,,Clarke Liz
COMM4P06,LAB  1,3,1,1700-1800,M      ,STH215,STH215,,
COMM4P06,SEM  2,3,1,1400-1500,   R   ,TH307,TH307,,
COMM4P10,SYN,2,1,1800-2100,M      ,SYNC,SYNC,,PendakisAndrew
COMM4P14,BLD,3,1,1000-1300,     F ,MCD303,MCD303,,Johnston Russell
COMM4P18,BLD,2,1,1000-1300,  T    ,ST102,ST102,,Good Jennifer
COMM4P28,LEC,3,1,1800-2100,M      ,ST102,ST102,,Micak Katherine
COMM4P30,LEC,3,1,1000-1300,   R   ,ST102,ST102,,McDonald Terrance
COMM4P31,LEC,2,1,1800-2100,  W    ,GSB407,GSB407,,Nebesio Bohdan
COMM4P35,SYN,2,1,1000-1300,   W   ,SYNC,SYNC,,SmithKaren
COMM4P53,SEM,3,1,1300-1430, M  R  ,ST102,ST102,,Dun Tim
COMM4P57,SYN,2,1,1400-1700, M     ,SYNC,SYNC,,Koerber Duncan
COMM4P58,LEC,2,1,1300-1400, T  F  ,ST102,ST102,,Milliken Christie
COMM4P58,LAB  1,2,1,1400-1600, T     ,ST102,ST102,,
COMM4P65,LEC,3,1,1400-1700,  T    ,WH311,WH311,,Chen Simin Michelle
COMM4P80,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COMM4P80,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COMM4V52,SEM,2,1,1330-1500, M  R  ,ST105,ST105,,Foster Derek
COMM4V57,SEM,2,1,1500-1800,     F ,ST102,ST102,,Bradley Dale
COSC0N01,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N01,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N02,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N02,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N03,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N03,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N04,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N04,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N05,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
COSC0N05,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
COSC1P02,SYN,2,1,1100-1300,   W   ,SYNC,SYNC,,Bockus Dave F
COSC1P02,SYN,2,2,1900-2100, M     ,SYNC,SYNC,,Foxwell Earl
COSC1P02,LAB  1,2,1,800 -1000, M     ,SYNC,SYNC,,
COSC1P02,LAB  2,2,1,800 -1000,    R  ,SYNC,SYNC,,
COSC1P02,LAB  3,2,1,1600-1800,    R  ,SYNC,SYNC,,
COSC1P02,LAB  4,2,1,900 -1100,   W   ,SYNC,SYNC,,
COSC1P02,LAB  5,2,1,1000-1200, M     ,SYNC,SYNC,,
COSC1P02,LAB  6,2,1,1000-1200,    R  ,SYNC,SYNC,,
COSC1P02,LAB  7,2,1,900 -1100,     F ,SYNC,SYNC,,
COSC1P02,LAB  8,2,1,900 -1100,  T    ,SYNC,SYNC,,
COSC1P02,LAB  9,2,1,1200-1400, M     ,SYNC,SYNC,,
COSC1P02,LAB 10,2,1,1500-1700,     F ,SYNC,SYNC,,
COSC1P02,LAB 11,2,1,1300-1500,     F ,SYNC,SYNC,,
COSC1P02,LAB 12,2,1,1300-1500,   W   ,SYNC,SYNC,,
COSC1P02,LAB 13,2,1,1200-1400,  T    ,SYNC,SYNC,,
COSC1P02,LAB 14,2,1,1400-1600,  T    ,SYNC,SYNC,,
COSC1P02,LAB 15,2,1,1200-1400,    R  ,SYNC,SYNC,,
COSC1P02,LAB 16,2,1,1400-1600,    R  ,SYNC,SYNC,,
COSC1P02,LAB 17,2,1,1600-1800, M     ,SYNC,SYNC,,
COSC1P02,LAB 18,2,1,1800-2000,    R  ,SYNC,SYNC,,
COSC1P02,LAB 19,2,1,1600-1800,  T    ,SYNC,SYNC,,
COSC1P02,TUT  1,2,1,1200-1300,     F ,SYNC,SYNC,,
